time,demand_MW
2025-01-01 00:00:00,3251.068158664539
2025-01-01 01:00:00,3197.861628181679
2025-01-01 02:00:00,3181.002440334942
2025-01-01 03:00:00,3165.917231452289
2025-01-01 04:00:00,3121.94818742472
2025-01-01 05:00:00,3195.406212313972
2025-01-01 06:00:00,3353.6361888003835
2025-01-01 07:00:00,3443.199596536688
2025-01-01 08:00:00,3519.314684891639
2025-01-01 09:00:00,3621.8303496137364
2025-01-01 10:00:00,3666.1310948218324
2025-01-01 11:00:00,3702.7236622662786
2025-01-01 12:00:00,3760.6341255638195
2025-01-01 13:00:00,3732.1532642340408
2025-01-01 14:00:00,3701.5747152341273
2025-01-01 15:00:00,3699.852751632248
2025-01-01 16:00:00,3686.456933659227
2025-01-01 17:00:00,3762.8046254693195
2025-01-01 18:00:00,3799.1643969299125
2025-01-01 19:00:00,3820.1074924421728
2025-01-01 20:00:00,3871.836084953113
2025-01-01 21:00:00,3673.1268263706065
2025-01-01 22:00:00,3497.6731200482577
2025-01-01 23:00:00,3310.4264545962305
2025-01-02 00:00:00,3223.6316817388292
2025-01-02 01:00:00,3203.780246398458
2025-01-02 02:00:00,3135.0120761954836
2025-01-02 03:00:00,3136.7544998157587
2025-01-02 04:00:00,3112.3276881497873
2025-01-02 05:00:00,3193.470241095343
2025-01-02 06:00:00,3295.377497618059
2025-01-02 07:00:00,3472.3976998035164
2025-01-02 08:00:00,3531.690111687158
2025-01-02 09:00:00,3575.1463830789294
2025-01-02 10:00:00,3703.451871355945
2025-01-02 11:00:00,3679.739986383252
2025-01-02 12:00:00,3759.0965953320188
2025-01-02 13:00:00,3730.2071616640937
2025-01-02 14:00:00,3712.950356820169
2025-01-02 15:00:00,3721.8858977882755
2025-01-02 16:00:00,3737.986886843206
2025-01-02 17:00:00,3757.970888233854
2025-01-02 18:00:00,3822.8706457221006
2025-01-02 19:00:00,3853.8974017499454
2025-01-02 20:00:00,3781.1513284465373
2025-01-02 21:00:00,3658.053299274468
2025-01-02 22:00:00,3482.398597065388
2025-01-02 23:00:00,3376.4243270920438
2025-01-03 00:00:00,3246.1916671023
2025-01-03 01:00:00,3155.364156508359
2025-01-03 02:00:00,3171.9201751641294
2025-01-03 03:00:00,3117.2972750768076
2025-01-03 04:00:00,3109.996775423802
2025-01-03 05:00:00,3216.166493399479
2025-01-03 06:00:00,3338.1753751154065
2025-01-03 07:00:00,3446.7185838237883
2025-01-03 08:00:00,3507.8816540004887
2025-01-03 09:00:00,3596.248576947697
2025-01-03 10:00:00,3688.4905645256204
2025-01-03 11:00:00,3744.5262483518104
2025-01-03 12:00:00,3737.9322277818437
2025-01-03 13:00:00,3783.47590038501
2025-01-03 14:00:00,3719.105783985427
2025-01-03 15:00:00,3679.9725968547873
2025-01-03 16:00:00,3739.680624822841
2025-01-03 17:00:00,3793.0286672390616
2025-01-03 18:00:00,3823.6871413209897
2025-01-03 19:00:00,3893.689179694578
2025-01-03 20:00:00,3836.959805007954
2025-01-03 21:00:00,3659.7556737222135
2025-01-03 22:00:00,3504.9084847434856
2025-01-03 23:00:00,3388.8452924426138
2025-01-04 00:00:00,3199.1816434354405
2025-01-04 01:00:00,3202.9117727238504
2025-01-04 02:00:00,3061.007565245291
2025-01-04 03:00:00,3110.066373181095
2025-01-04 04:00:00,3091.902213081865
2025-01-04 05:00:00,3155.749235258054
2025-01-04 06:00:00,3239.2577135239117
2025-01-04 07:00:00,3257.809120219293
2025-01-04 08:00:00,3378.065564160591
2025-01-04 09:00:00,3467.455990291402
2025-01-04 10:00:00,3572.8927715847867
2025-01-04 11:00:00,3553.1330693361956
2025-01-04 12:00:00,3581.3939403600134
2025-01-04 13:00:00,3626.874605708951
2025-01-04 14:00:00,3668.159192963067
2025-01-04 15:00:00,3614.1894304897487
2025-01-04 16:00:00,3589.431962730194
2025-01-04 17:00:00,3656.4442318441365
2025-01-04 18:00:00,3681.131126858024
2025-01-04 19:00:00,3743.8458216488316
2025-01-04 20:00:00,3657.6157518961854
2025-01-04 21:00:00,3558.573673703933
2025-01-04 22:00:00,3410.064714807642
2025-01-04 23:00:00,3235.3358552315303
2025-01-05 00:00:00,3207.301061768127
2025-01-05 01:00:00,3169.5482635293433
2025-01-05 02:00:00,3126.292121956962
2025-01-05 03:00:00,3083.587993780068
2025-01-05 04:00:00,3054.4048245402423
2025-01-05 05:00:00,3152.298824489726
2025-01-05 06:00:00,3227.6258835677936
2025-01-05 07:00:00,3288.8115887836243
2025-01-05 08:00:00,3379.247229987772
2025-01-05 09:00:00,3468.3448426683535
2025-01-05 10:00:00,3584.0035236119106
2025-01-05 11:00:00,3572.4875293638074
2025-01-05 12:00:00,3611.709751238264
2025-01-05 13:00:00,3638.893379614188
2025-01-05 14:00:00,3585.1709593173773
2025-01-05 15:00:00,3603.518966116638
2025-01-05 16:00:00,3606.0201683043615
2025-01-05 17:00:00,3712.8124126993157
2025-01-05 18:00:00,3672.180496663181
2025-01-05 19:00:00,3723.5797498310008
2025-01-05 20:00:00,3676.8189651411317
2025-01-05 21:00:00,3534.150952893321
2025-01-05 22:00:00,3451.662671469915
2025-01-05 23:00:00,3292.96813502991
2025-01-06 00:00:00,3256.6254464942226
2025-01-06 01:00:00,3176.0961467810407
2025-01-06 02:00:00,3198.089296814097
2025-01-06 03:00:00,3090.7676092165134
2025-01-06 04:00:00,3140.498408645424
2025-01-06 05:00:00,3255.4365534564276
2025-01-06 06:00:00,3283.4680794411847
2025-01-06 07:00:00,3404.524245279946
2025-01-06 08:00:00,3533.155829318983
2025-01-06 09:00:00,3589.374414086604
2025-01-06 10:00:00,3631.8192001057455
2025-01-06 11:00:00,3716.2506107821396
2025-01-06 12:00:00,3719.1102346085
2025-01-06 13:00:00,3802.1129736619055
2025-01-06 14:00:00,3723.3977480157846
2025-01-06 15:00:00,3760.267647129057
2025-01-06 16:00:00,3690.9399919683674
2025-01-06 17:00:00,3741.323349870287
2025-01-06 18:00:00,3849.4271299387433
2025-01-06 19:00:00,3823.288910591412
2025-01-06 20:00:00,3831.495950095181
2025-01-06 21:00:00,3715.8944625785757
2025-01-06 22:00:00,3448.6402097710584
2025-01-06 23:00:00,3351.412427089823
2025-01-07 00:00:00,3242.549662350562
2025-01-07 01:00:00,3219.0602125148157
2025-01-07 02:00:00,3130.988089334225
2025-01-07 03:00:00,3092.493262782643
2025-01-07 04:00:00,3138.560735211548
2025-01-07 05:00:00,3206.652033663475
2025-01-07 06:00:00,3315.9953749501033
2025-01-07 07:00:00,3429.1536438099192
2025-01-07 08:00:00,3510.7840075730264
2025-01-07 09:00:00,3610.2247168137174
2025-01-07 10:00:00,3685.6918517604167
2025-01-07 11:00:00,3692.617470057093
2025-01-07 12:00:00,3806.594450880767
2025-01-07 13:00:00,3801.7394793749404
2025-01-07 14:00:00,3714.867141231445
2025-01-07 15:00:00,3733.3480605073314
2025-01-07 16:00:00,3684.8828679672342
2025-01-07 17:00:00,3774.228471706628
2025-01-07 18:00:00,3859.5986714935507
2025-01-07 19:00:00,3835.5754617291814
2025-01-07 20:00:00,3853.6262783680786
2025-01-07 21:00:00,3689.2132633073625
2025-01-07 22:00:00,3516.190209974439
2025-01-07 23:00:00,3396.909698813838
2025-01-08 00:00:00,3229.1755645013186
2025-01-08 01:00:00,3179.47172085843
2025-01-08 02:00:00,3139.491430006205
2025-01-08 03:00:00,3104.8284520932216
2025-01-08 04:00:00,3123.2974972143443
2025-01-08 05:00:00,3207.489994958105
2025-01-08 06:00:00,3316.386650045982
2025-01-08 07:00:00,3441.9915443171312
2025-01-08 08:00:00,3530.0332230347776
2025-01-08 09:00:00,3645.099795563218
2025-01-08 10:00:00,3668.9509191190377
2025-01-08 11:00:00,3794.313707395573
2025-01-08 12:00:00,3769.0415875603303
2025-01-08 13:00:00,3761.068866702807
2025-01-08 14:00:00,3718.1411247034666
2025-01-08 15:00:00,3727.8361611158316
2025-01-08 16:00:00,3706.8642220279776
2025-01-08 17:00:00,3771.6917729013976
2025-01-08 18:00:00,3838.2814715773197
2025-01-08 19:00:00,3858.3229894964047
2025-01-08 20:00:00,3797.901132787276
2025-01-08 21:00:00,3632.1779639218544
2025-01-08 22:00:00,3480.4216772257255
